Job_Duration|Data_Volume|Nbr_Components
26610|19789|5
26610|19304|5
26610|19804|5
26610|19330|5
26610|19197|5
26610|19789|5
26610|19694|5
26610|19280|5
26610|19516|5
26610|19764|5
26610|19767|5
26610|19767|5
26610|19816|5
26610|19522|5
26610|19290|5
26610|19232|5
26610|19539|5
26610|19280|5
26610|19280|5
26610|19730|5
26610|19318|5
26610|19669|5
26610|19290|5
26610|19821|5
26610|19529|5
26610|19820|5
26610|19280|5
26610|19556|5
26610|19310|5
26610|19829|5
26610|19357|5
26610|19622|5
26610|19539|5
26610|19596|5
26610|19335|5
26610|19530|5
26610|19507|5
26610|19295|5
26610|19763|5
26610|19612|5
26610|19634|5
26610|19315|5
26610|19539|5
26610|19753|5
26610|19555|5
26610|19777|5
26610|19280|5
26610|19585|5
26610|19288|5
26610|19605|5
26610|19672|5
26610|19571|5
26610|19322|5
26610|19285|5
26610|19616|5
26610|19788|5
26610|19330|5
26610|19683|5
26610|19589|5
26610|19280|5
26610|19835|5
26610|19555|5
26610|19261|5
26610|19506|5
26610|19596|5
26610|19672|5
26610|19320|5
26610|19302|5
26610|19288|5
26610|19863|5
26610|19642|5
26610|19792|5
26610|19587|5
26610|19306|5
26610|19802|5
26610|19618|5
26610|19299|5
26610|19290|5
26610|19297|5
26610|19276|5
26610|19290|5
26610|19215|5
26610|19789|5
26610|19587|5
26610|19280|5
26610|19280|5
26610|19512|5
26610|19295|5
26610|19315|5
26610|19849|5
26610|19310|5
26610|19291|5
26610|19643|5
26610|19642|5
26610|19273|5
26610|19271|5
26610|19612|5
26610|19815|5
26610|19539|5
26610|19817|5
26610|19340|5
26610|19242|5
26610|19621|5
26610|19769|5
26610|19854|5
26610|19805|5
26610|19280|5
26610|19497|5
26610|19539|5
26610|19302|5
26610|19578|5
26610|19611|5
26610|19606|5
26610|19521|5
26610|19295|5
26610|19606|5
26610|19266|5
26610|19261|5
26610|19280|5
26610|19297|5
26610|19367|5
26610|19357|5
26610|19280|5
26610|19280|5
26610|19280|5
26610|19829|5
26610|19384|5
26610|19280|5
26610|19280|5
26610|19280|5
26610|19801|5
26610|19207|5
26610|19544|5
26610|19239|5
26610|19825|5
26610|19753|5
26610|19249|5
26610|19280|5
26610|19602|5
26610|19616|5
26610|19280|5
33447|86069|9
33447|86178|9
26610|19522|5
26610|19312|5
26610|19791|5
26610|19526|5
26610|19280|5
26610|19207|5
26610|19291|5
33447|84172|9
26610|19280|5
26610|19608|5
26610|19280|5
33447|84218|9
26610|19318|5
26610|19628|5
33447|84171|9
26610|19322|5
33447|83993|9
33447|84222|9
26610|19280|5
33447|84158|9
26610|19602|5
33447|84275|9
33447|84201|9
26610|19306|5
26610|19777|5
33447|84256|9
26610|19280|5
26610|19340|5
26610|19466|5
26610|19769|5
33447|84353|9
26610|19817|5
26610|19621|5
26610|19280|5
26610|19458|5
33447|84174|9
26610|19769|5
33447|83989|9
26610|19327|5
26610|19558|5
26610|19616|5
26610|19611|5
33447|84192|9
26610|19753|5
26610|19207|5
26610|19819|5
26610|19493|5
26610|19280|5
26610|19630|5
26610|19769|5
33447|84159|9
26610|19357|5
26610|19827|5
26610|19571|5
26610|19694|5
33447|84300|9
26610|19769|5
26610|19826|5
26610|19519|5
33447|84169|9
26610|19644|5
33447|84285|9
26610|19296|5
33447|84280|9
26610|19814|5
26610|19280|5
26610|19611|5
33447|84177|9
26610|19539|5
26610|19568|5
26610|19605|5
33447|84298|9
26610|19777|5
33447|83994|9
26610|19643|5
26610|19753|5
33447|84204|9
26610|19335|5
26610|19511|5
33447|83984|9
26610|19631|5
26610|19280|5
26610|19602|5
26610|19432|5
26610|19606|5
33447|83974|9
33447|84247|9
26610|19764|5
26610|19764|5
26610|19812|5
26610|19287|5
33447|84407|9
26610|19280|5
26610|19280|5
33447|84014|9
33447|84312|9
33447|83985|9
26610|19207|5
26610|19789|5
33447|84374|9
26610|19778|5
26610|19259|5
26610|19824|5
26610|19485|5
26610|19280|5
26610|19287|5
26610|19458|5
26610|19280|5
26610|19811|5
26610|19458|5
33447|84156|9
33447|84270|9
33447|84140|9
26610|19488|5
26610|19280|5
26610|19280|5
33447|84242|9
26610|19286|5
33447|84254|9
26610|19424|5
33447|84293|9
33447|84382|9
33447|83997|9
26610|19466|5
26610|19879|5
26610|19777|5
33447|84365|9
33447|84354|9
26610|19197|5
33447|84552|9
33447|84329|9
33447|84262|9
33447|84015|9
33447|84236|9
26610|19280|5
26610|19526|5
33447|84316|9
33447|84523|9
33447|84492|9
26610|19596|5
33447|84269|9
26610|19280|5
26610|19231|5
26610|19287|5
33447|84281|9
33447|84350|9
26610|19817|5
33447|84338|9
26610|19658|5
26610|19796|5
33447|84359|9
33447|84326|9
26610|19474|5
26610|19487|5
33447|84367|9
33447|84016|9
33447|83967|9
33447|84424|9
33447|84368|9
26610|19555|5
26610|19568|5
26610|19645|5
26610|19280|5
33447|84401|9
33447|84272|9
26610|19624|5
26610|19485|5
26610|19466|5
26610|19280|5
26610|19613|5
33447|84420|9
33447|84292|9
26610|19798|5
33447|83988|9
26610|19646|5
26610|19825|5
33447|83979|9
33447|83987|9
33447|84231|9
26610|19227|5
26610|19730|5
26610|19601|5
26610|19502|5
33447|83986|9
33447|84003|9
26610|19280|5
33447|83973|9
26610|19334|5
26610|19589|5
33447|38017|9
26610|19658|5
33447|37929|9
26610|19493|5
33447|84464|9
33447|84614|9
26610|19326|5
33447|38050|9
26610|19299|5
33447|84484|9
26610|19578|5
26610|19486|5
33447|84710|9
33447|84774|9
26610|19280|5
26610|19310|5
26610|19309|5
33447|84716|9
26610|19287|5
26610|19297|5
33447|38074|9
26610|19664|5
33447|84679|9
26610|19808|5
33447|37955|9
26610|19489|5
26610|19777|5
33447|84593|9
26610|19521|5
33447|84886|9
33447|84878|9
33447|84855|9
33447|84830|9
26610|19502|5
26610|19770|5
26610|19280|5
33447|84660|9
33447|84762|9
26610|19815|5
33447|84852|9
33447|38095|9
26610|19596|5
26610|19310|5
33447|84672|9
33447|37891|9
26610|19323|5
26610|19470|5
33447|37827|9
33447|37997|9
26610|19280|5
33447|38087|9
26610|19793|5
26610|19330|5
33447|84683|9
33447|37984|9
33447|38219|9
33447|84628|9
26610|19512|5
33447|37851|9
33447|37817|9
33447|38107|9
33447|37967|9
26610|19497|5
26610|19789|5
26610|19323|5
26610|19791|5
26610|19280|5
26610|19284|5
26610|19753|5
33447|84413|9
33447|84694|9
33447|84686|9
33447|37987|9
33447|84590|9
33447|84684|9
33447|84708|9
33447|37977|9
26610|19778|5
26610|19646|5
26610|19287|5
33447|37958|9
33447|84447|9
33447|38051|9
33447|84360|9
26610|19507|5
33447|84648|9
26610|19280|5
26610|19863|5
26610|19616|5
33447|86543|9
33447|84396|9
33447|84426|9
33447|84691|9
33447|84608|9
33447|38064|9
33447|84429|9
33447|84820|9
33447|84668|9
33447|37985|9
33447|84627|9
33447|84643|9
33447|37978|9
33447|85069|9
26610|19819|5
33447|38049|9
33447|38033|9
33447|84738|9
33447|37901|9
33447|38082|9
26610|19792|5
33447|40642|9
26610|19296|5
33447|38123|9
33447|37991|9
33447|38174|9
33447|84616|9
33447|38196|9
26610|19306|5
26610|19280|5
33447|38208|9
33447|38175|9
33447|38199|9
26610|19644|5
33447|38125|9
26610|19280|5
33447|38194|9
33447|38032|9
26610|19646|5
33447|84606|9
33447|38236|9
26610|19239|5
26610|19817|5
33447|84463|9
33447|37883|9
26610|19280|5
26610|19616|5
26610|19280|5
33447|84395|9
33447|84777|9
33447|84423|9
33447|84901|9
33447|84639|9
33447|84500|9
33447|84435|9
33447|84466|9
26610|19616|5
26610|19480|5
33447|84806|9
33447|84601|9
33447|37869|9
33447|84832|9
33447|84522|9
33447|37893|9
33447|84592|9
33447|37781|9
33447|84703|9
33447|38497|9
33447|38504|9
33447|38514|9
33447|38493|9
26610|19290|5
33447|38598|9
26610|19296|5
33447|38364|9
33447|38423|9
26610|19306|5
33447|38516|9
33447|38526|9
33447|38335|9
33447|38238|9
33447|38337|9
33447|38223|9
33447|38568|9
33447|38318|9
33447|38244|9
33447|38317|9
26610|19606|5
33447|38509|9
33447|38463|9
33447|38297|9
33447|38484|9
26610|19307|5
33447|38292|9
33447|38564|9
33447|38303|9
33447|38455|9
33447|47095|9
26610|19280|5
33447|38321|9
33447|38255|9
33447|38308|9
33447|38808|9
33447|38312|9
33447|38272|9
33447|38192|9
33447|38405|9
33447|38309|9
33447|38221|9
33447|38518|9
33447|38150|9
33447|38413|9
33447|38495|9
33447|38289|9
33447|38477|9
33447|38177|9
33447|38395|9
33447|38517|9
33447|38181|9
33447|38440|9
26610|19789|5
33447|38157|9
26610|19839|5
33447|38251|9
33447|38282|9
33447|38379|9
26610|19827|5
33447|38310|9
26610|19789|5
33447|38407|9
33447|38408|9
33447|38346|9
33447|38487|9
33447|38499|9
33447|38431|9
33447|38390|9
33447|38483|9
26610|19859|5
33447|38531|9
33447|38450|9
33447|38447|9
33447|38469|9
33447|38475|9
26610|19852|5
33447|38491|9
33447|41929|9
33447|38426|9
33447|38452|9
33447|38229|9
33447|38254|9
33447|38412|9
26610|19789|5
33447|38512|9
33447|38349|9
33447|38232|9
33447|38280|9
33447|38443|9
33447|38261|9
33447|38373|9
33447|38397|9
33447|38433|9
33447|38353|9
33447|38361|9
33447|38479|9
33447|38300|9
33447|38304|9
33447|38276|9
33447|38429|9
33447|38291|9
33447|38760|9
28605|47832|6
33447|38222|9
33447|38228|9
33447|38279|9
33447|38380|9
33447|38210|9
33447|38213|9
28605|45943|6
33447|38277|9
33447|38378|9
33447|38417|9
33447|38135|9
28605|47460|6
28605|45226|6
33447|38333|9
33447|38445|9
33447|38387|9
33447|38227|9
33447|38871|9
28605|47485|6
33447|38719|9
33447|38928|9
33447|39043|9
33447|38857|9
33447|38688|9
33447|38929|9
28605|45149|6
33447|38998|9
28605|43138|6
33447|38735|9
33447|38736|9
33447|39031|9
33447|39066|9
28605|40403|6
28605|45217|6
33447|38904|9
33447|39605|9
33447|38982|9
28605|45108|6
33447|38965|9
33447|38700|9
33447|39234|9
33447|38745|9
33447|39057|9
28605|40403|6
33447|38755|9
28605|43157|6
33447|38769|9
28605|47201|6
33447|39241|9
33447|39436|9
28605|40257|6
33447|38938|9
28605|45181|6
28605|40129|6
28605|40272|6
33447|39247|9
28605|40198|6
33447|38850|9
28605|46655|6
28605|44934|6
28605|40273|6
33447|39447|9
28605|40403|6
28605|40403|6
28605|40403|6
28605|40403|6
28605|40403|6
33447|38657|9
28605|40403|6
33447|38858|9
33447|39081|9
28605|47212|6
33447|38936|9
33447|38844|9
33447|38563|9
33447|39144|9
33447|38795|9
28605|40174|6
28605|40403|6
33447|38529|9
33447|38861|9
28605|40403|6
33447|38655|9
33447|38583|9
33447|38922|9
28605|40403|6
28605|40403|6
28605|40403|6
28605|46607|6
28605|40403|6
28605|40403|6
28605|40149|6
28605|40403|6
28605|40748|6
28605|40403|6
28605|40403|6
28605|40403|6
28605|40227|6
33447|38605|9
33447|38918|9
28605|40591|6
28605|40403|6
28605|47020|6
28605|40403|6
33447|38607|9
33447|38976|9
28605|40403|6
28605|40403|6
33447|38554|9
33447|38847|9
33447|38615|9
28605|40152|6
33447|38895|9
28605|40403|6
28605|40403|6
33447|38587|9
28605|44981|6
28605|44618|6
33447|38954|9
28605|40403|6
28605|40658|6
33447|38619|9
28605|40403|6
28605|40403|6
33447|38974|9
28605|40403|6
28605|40649|6
28605|40650|6
33447|39042|9
28605|40403|6
28605|40403|6
28605|40403|6
33447|38917|9
33447|38925|9
28605|44690|6
28605|40403|6
33447|38635|9
33447|38833|9
33447|38777|9
28605|40184|6
28605|40403|6
28605|40403|6
28605|40403|6
28605|40403|6
28605|40403|6
33447|38811|9
28605|47228|6
28605|40403|6
28605|40403|6
28605|40403|6
28605|40219|6
28605|40403|6
28605|40749|6
28605|44820|6
28605|40403|6
28605|40403|6
28605|40403|6
28605|40403|6
28605|40403|6
33447|38933|9
28605|40403|6
33447|38930|9
33447|38948|9
33447|38888|9
28605|40403|6
28605|46749|6
28605|40658|6
28605|47593|6
28605|40403|6
28605|40403|6
33447|38901|9
33447|39189|9
28605|47686|6
33447|38942|9
33447|40819|9
33447|38878|9
33447|39157|9
28605|40403|6
28605|40403|6
28605|47306|6
33447|38959|9
28605|44650|6
28605|40403|6
33447|39325|9
28605|47175|6
33447|39435|9
33447|39018|9
28605|40403|6
28605|39903|6
33447|39543|9
33447|39261|9
33447|39756|9
33447|38591|9
33447|38823|9
33447|39751|9
33447|39340|9
33447|38604|9
28605|41732|6
28605|39879|6
28605|47112|6
33447|38758|9
33447|39740|9
33447|38892|9
28605|39586|6
33447|38546|9
28605|40403|6
28605|40403|6
28605|40403|6
33447|38561|9
28605|45297|6
33447|38748|9
28605|45049|6
33447|38582|9
33447|40732|9
28605|40403|6
33447|38819|9
28605|40403|6
28605|40403|6
33447|38898|9
33447|38722|9
28605|40403|6
28605|40403|6
33447|38681|9
33447|38738|9
33447|38611|9
33447|38827|9
28605|40403|6
28605|40403|6
28605|42003|6
28605|40403|6
28605|40403|6
28605|40403|6
33447|38647|9
33447|38731|9
28605|39807|6
33447|38713|9
33447|38638|9
33447|38747|9
33447|38883|9
28605|47121|6
33447|38545|9
28605|45063|6
33447|38943|9
33447|38790|9
33447|38670|9
28605|42203|6
33447|38609|9
28605|47458|6
28605|47767|6
28605|44759|6
33447|38631|9
33447|38793|9
33447|38805|9
33447|38900|9
33447|40375|9
28605|41120|6
28605|42103|6
28605|47011|6
28605|40403|6
28605|40403|6
28605|46904|6
28605|45070|6
28605|45841|6
33447|39997|9
33447|40053|9
33447|40541|9
33447|40249|9
33447|40043|9
28605|45418|6
33447|40921|9
33447|40545|9
33447|39983|9
28605|40403|6
33447|40312|9
33447|40025|9
33447|40641|9
33447|40069|9
33447|40305|9
33447|40358|9
28605|47258|6
33447|40521|9
33447|40544|9
28605|40403|6
33447|40223|9
33447|40469|9
33447|40063|9
33447|40089|9
33447|40042|9
33447|40402|9
33447|40156|9
28605|45670|6
33447|40644|9
33447|40378|9
33447|40090|9
28605|40403|6
28605|45418|6
33447|40467|9
33447|40142|9
33447|40039|9
33447|40253|9
33447|40517|9
28605|45456|6
33447|40212|9
33447|40442|9
33447|39911|9
33447|40005|9
33447|40491|9
33447|39985|9
33447|39918|9
33447|39917|9
33447|40208|9
33447|40439|9
33447|39943|9
33447|40449|9
28605|45111|6
33447|39941|9
33447|40166|9
33447|39923|9
33447|40437|9
28605|45192|6
28605|43031|6
33447|42210|9
28605|40403|6
28605|42723|6
28605|42792|6
28605|40403|6
33447|39965|9
33447|40309|9
33447|39974|9
33447|40274|9
33447|40401|9
33447|40245|9
28605|40403|6
33447|40293|9
28605|47812|6
33447|40170|9
28605|42894|6
33447|40264|9
33447|40191|9
33447|40175|9
28605|42816|6
28605|43049|6
33447|40505|9
28605|40403|6
33447|40028|9
28605|45559|6
33447|40141|9
28605|45483|6
33447|40200|9
33447|40527|9
28605|46606|6
28605|46648|6
28605|47487|6
28605|45432|6
28605|45236|6
28605|45559|6
28605|45841|6
28605|43013|6
28605|42927|6
28605|46666|6
28605|45988|6
28605|40403|6
28605|42965|6
28605|42965|6
33447|40037|9
28605|45103|6
28605|47432|6
28605|42719|6
28605|40403|6
28605|43031|6
28605|40403|6
28605|40403|6
33447|40232|9
33447|40078|9
33447|40282|9
33447|40256|9
28605|40403|6
33447|40318|9
28605|44037|6
33447|40235|9
33447|40431|9
28605|40403|6
33447|40520|9
28605|45581|6
33447|40032|9
28605|47499|6
28605|47339|6
33447|40411|9
28605|47547|6
33447|40514|9
28605|43256|6
28605|44107|6
33447|39993|9
33447|40155|9
33447|40432|9
33447|40553|9
24692|14936|5
24692|15174|5
24692|15802|5
24692|15523|5
24692|15946|5
24692|15648|5
33447|40019|9
24692|15610|5
24692|14969|5
24692|15954|5
24692|15245|5
24692|15722|5
24692|14954|5
24692|14990|5
24692|14996|5
24692|15879|5
24692|15928|5
33447|40228|9
24692|15273|5
24692|15887|5
24692|14958|5
24692|15623|5
24692|15583|5
24692|15630|5
24692|15233|5
24692|14944|5
24692|14944|5
24692|15000|5
24692|15701|5
24692|15660|5
24692|14994|5
24692|15679|5
24692|15043|5
24692|14970|5
24692|15925|5
24692|15214|5
24692|15201|5
33447|40515|9
24692|15291|5
24692|14963|5
24692|15910|5
24692|15239|5
24692|15631|5
24692|15895|5
24692|14993|5
24692|15144|5
24692|15256|5
24692|15878|5
33447|40536|9
24692|15665|5
24692|14922|5
24692|15657|5
24692|15648|5
24692|15700|5
24692|14959|5
33447|40592|9
24692|15173|5
24692|15262|5
24692|15254|5
24692|14960|5
24692|14983|5
24692|14953|5
24692|15857|5
24692|14981|5
24692|15869|5
24692|15893|5
24692|15665|5
24692|15860|5
24692|14962|5
24692|15026|5
24692|15902|5
24692|15231|5
24692|14958|5
24692|15610|5
24692|16033|5
24692|14939|5
24692|15182|5
24692|15630|5
24692|15232|5
24692|15671|5
24692|15911|5
24692|15660|5
24692|15660|5
24692|15273|5
24692|14989|5
24692|14956|5
24692|15048|5
24692|14930|5
24692|14958|5
24692|15884|5
24692|14958|5
24692|15247|5
24692|15622|5
33447|40064|9
24692|15244|5
24692|14922|5
24692|15846|5
24692|15949|5
24692|15015|5
24692|15982|5
24692|15203|5
24692|15229|5
24692|15975|5
24692|15644|5
24692|15637|5
24692|15901|5
24692|15011|5
33447|40159|9
24692|14950|5
24692|14962|5
24692|15798|5
24692|14990|5
24692|15003|5
24692|15198|5
24692|15155|5
24692|15209|5
24692|15851|5
24692|14975|5
24692|15648|5
24692|14990|5
24692|15254|5
24692|15910|5
24692|15019|5
24692|15932|5
24692|14983|5
24692|15214|5
24692|14960|5
24692|15851|5
24692|15675|5
24692|15232|5
24692|15232|5
24692|15619|5
24692|14971|5
24692|15245|5
24692|15664|5
24692|14906|5
24692|15863|5
24692|14977|5
24692|15664|5
24692|15035|5
24692|14958|5
24692|15648|5
24692|15016|5
24692|15648|5
24692|15659|5
24692|15530|5
24692|15791|5
33447|41064|9
24692|15212|5
24692|15246|5
24692|15256|5
24692|15668|5
24692|15651|5
24692|14977|5
24692|15840|5
24692|15653|5
24692|15066|5
24692|14958|5
24692|15515|5
24692|15260|5
24692|14948|5
24692|15540|5
24692|14935|5
33447|40389|9
24692|15187|5
24692|14958|5
24692|15840|5
24692|15244|5
24692|15010|5
24692|15238|5
24692|14884|5
24692|15654|5
24692|15605|5
24692|15897|5
24692|15608|5
24692|14964|5
24692|14978|5
24692|15218|5
24692|14851|5
33447|39951|9
24692|15188|5
24692|14958|5
24692|14980|5
24692|15882|5
24692|15061|5
24692|15036|5
24692|15675|5
24692|15246|5
24692|15638|5
24692|15887|5
24692|15235|5
24692|14936|5
24692|15975|5
24692|15674|5
24692|15902|5
24692|15893|5
24692|15856|5
24692|15239|5
24692|14958|5
24692|15596|5
24692|15635|5
24692|15867|5
24692|15642|5
24692|15852|5
24692|14976|5
33447|40109|9
24692|15892|5
24692|15612|5
24692|15190|5
24692|15012|5
24692|15176|5
24692|15800|5
24692|15783|5
24692|15260|5
24692|15639|5
24692|15504|5
24692|15565|5
24692|14948|5
24692|14958|5
24692|15806|5
24692|15134|5
24692|15230|5
24692|15932|5
24692|15867|5
24692|15868|5
24692|15655|5
33447|39946|9
24692|14962|5
24692|15214|5
24692|15902|5
24692|14958|5
24692|15905|5
24692|15685|5
24692|14958|5
24692|15901|5
24692|15112|5
24692|15869|5
24692|14961|5
24692|15631|5
24692|15850|5
24692|15047|5
33447|40260|9
24692|15618|5
24692|15000|5
24692|15882|5
24692|14861|5
24692|15850|5
24692|15198|5
24692|15661|5
24692|15251|5
24692|14989|5
24692|15852|5
24692|14958|5
24692|14961|5
24692|15647|5
24692|15816|5
24692|15802|5
24692|14930|5
24692|14941|5
24692|15036|5
24692|15882|5
24692|14958|5
24692|14976|5
24692|15952|5
24692|16010|5
24692|15656|5
33447|40195|9
24692|14913|5
24692|15195|5
24692|15661|5
24692|14958|5
33447|39895|9
24692|14952|5
24692|15643|5
24692|14910|5
33447|40286|9
24692|15253|5
24692|15654|5
24692|15194|5
24692|15579|5
24692|15652|5
33447|39944|9
24692|15194|5
24692|15194|5
24692|15134|5
24692|14987|5
24692|15917|5
24692|15838|5
24692|15851|5
24692|15239|5
24692|14958|5
24692|14958|5
24692|15647|5
33447|39916|9
24692|15846|5
24692|15193|5
24692|15854|5
24692|14958|5
24692|14976|5
24692|15617|5
24692|15060|5
24692|14958|5
24692|15115|5
24692|15884|5
24692|15639|5
24692|15647|5
24692|15669|5
24692|14958|5
24692|14953|5
24692|15615|5
24692|15245|5
24692|14966|5
33447|40161|9
24692|14977|5
24692|15547|5
24692|14950|5
24692|15185|5
24692|15618|5
24692|14895|5
33447|39957|9
24692|15264|5
24692|15812|5
24692|15628|5
24692|14887|5
24692|14958|5
24692|15035|5
33447|40133|9
24692|15283|5
24692|15892|5
24692|15178|5
24692|14887|5
33447|40252|9
24692|15647|5
24692|15914|5
24692|15877|5
24692|14959|5
24692|14969|5
24692|15864|5
24692|15939|5
24692|14936|5
24692|15673|5
24692|15909|5
24692|15869|5
24692|15703|5
24692|15027|5
24692|15235|5
24692|15675|5
24692|15879|5
24692|15873|5
24692|15646|5
24692|14958|5
24692|15639|5
24692|14958|5
24692|14958|5
24692|15905|5
24692|15824|5
24692|14958|5
24692|14990|5
24692|14958|5
33447|40306|9
24692|15631|5
24692|14941|5
24692|15184|5
24692|15778|5
24692|15654|5
24692|14958|5
24692|14958|5
24692|14962|5
33447|40204|9
24692|14991|5
24692|15519|5
24692|15640|5
24692|14958|5
24692|15546|5
24692|14958|5
24692|15642|5
24692|14958|5
24692|15655|5
24692|14958|5
24692|14958|5
24692|14958|5
24692|14987|5
24692|14958|5
24692|14978|5
24692|14958|5
24692|15638|5
24692|15689|5
24692|15907|5
24692|14913|5
24692|15872|5
24692|14958|5
24692|14964|5
24692|14958|5
24692|14977|5
24692|15661|5
24692|15025|5
24692|15026|5
24692|15896|5
24692|14958|5
24692|15646|5
24692|15878|5
24692|14996|5
24692|14999|5
24692|15685|5
24692|14987|5
24692|15250|5
24692|15855|5
24692|15961|5
24692|15256|5
24692|14972|5
24692|14998|5
24692|15828|5
24692|15649|5
24692|14958|5
24692|15646|5
24692|15649|5
24692|15532|5
24692|15244|5
24692|14958|5
24692|14956|5
24692|15640|5
24692|15683|5
24692|15652|5
24692|14987|5
24692|15239|5
24692|14913|5
24692|15253|5
24692|15665|5
24692|14917|5
24692|14960|5
24692|14990|5
24692|15092|5
24692|14972|5
24692|14990|5
24692|15909|5
24692|14958|5
24692|15250|5
24692|15648|5
24692|14958|5
24692|14989|5
24692|14863|5
24692|15917|5
24692|14957|5
24692|15687|5
24692|15000|5
24692|15533|5
24692|15616|5
24692|15580|5
24692|15828|5
24692|15623|5
24692|15672|5
24692|15266|5
24692|15585|5
24692|15005|5
24692|15650|5
24692|14988|5
24692|15628|5
24692|14941|5
24692|14902|5
24692|15832|5
24692|15650|5
24692|14994|5
24692|15546|5
24692|15911|5
24692|15680|5
24692|15256|5
24692|15846|5
24692|14922|5
24692|14967|5
24692|15697|5
24692|14958|5
24692|15630|5
24692|15869|5
24692|15662|5
24692|15621|5
24692|15623|5
24692|15613|5
24692|15644|5
24692|14958|5
24692|15793|5
24692|14967|5
24692|14958|5
24692|14946|5
24692|14958|5
24692|15887|5
24692|15869|5
24692|15889|5
24692|15667|5
24692|15877|5
24692|15540|5
24692|15604|5
24692|15633|5
24692|14941|5
24692|15005|5
24692|14946|5
24692|15865|5
24692|14958|5
24692|15687|5
24692|14958|5
24692|14958|5
24692|14958|5
24692|15668|5
24692|15581|5
24692|14922|5
33447|40899|9
24692|14990|5
24692|15267|5
24692|15865|5
24692|14922|5
24692|15846|5
24692|15608|5
24692|14962|5
24692|15972|5
24692|15886|5
24692|15582|5
24692|14962|5
24692|15669|5
24692|14973|5
24692|14958|5
24692|14968|5
24692|15828|5
24692|14972|5
24692|15204|5
24692|15824|5
24692|15643|5
24692|15218|5
24692|14949|5
24692|15227|5
24692|15644|5
24692|15209|5
24692|14958|5
24692|15249|5
24692|16010|5
24692|14958|5
24692|15638|5
24692|15246|5
24692|14958|5
24692|15216|5
33447|40996|9
24692|15638|5
24692|15648|5
24692|15629|5
24692|15241|5
24692|14835|5
24692|15209|5
24692|15231|5
24692|15648|5
24692|15267|5
24692|14958|5
24692|15231|5
24692|15652|5
24692|15218|5
24692|15634|5
24692|15879|5
24692|15659|5
24692|15608|5
24692|15618|5
24692|15246|5
24692|14958|5
24692|15634|5
24692|14958|5
24692|15642|5
24692|15228|5
24692|15613|5
24692|15222|5
24692|15275|5
24692|15242|5
24692|15630|5
24692|15644|5
24692|14958|5
24692|15209|5
24692|15227|5
33447|40834|9
24692|14958|5
24692|14958|5
24692|15635|5
24692|15634|5
24692|14958|5
24692|15243|5
24692|15883|5
24692|15684|5
24692|15200|5
24692|15243|5
24692|15646|5
24692|14952|5
24692|15239|5
24692|14946|5
24692|14958|5
24692|15649|5
24692|15247|5
24692|15644|5
24692|15634|5
24692|15980|5
24692|15669|5
24692|15980|5
24692|15275|5
24692|15647|5
24692|15885|5
24692|15647|5
24692|15643|5
24692|15231|5
24692|15025|5
24692|15226|5
24692|15646|5
24692|15977|5
24692|15816|5
24692|15228|5
24692|15652|5
24692|15893|5
24692|14977|5
24692|14958|5
24692|15846|5
24692|15238|5
24692|14958|5
24692|15225|5
24692|15648|5
24692|15639|5
24692|15864|5
24692|15649|5
24692|14958|5
24692|15180|5
24692|15241|5
24692|15639|5
24692|15631|5
24692|15647|5
24692|15652|5
24692|14958|5
24692|15652|5
24692|15217|5
24692|15647|5
24692|15639|5
24692|15703|5
24692|15626|5
24692|15866|5
24692|15258|5
24692|14958|5
24692|15798|5
24692|15641|5
24692|14958|5
24692|15648|5
24692|14958|5
24692|14975|5
24692|15639|5
24692|15657|5
24692|15020|5
24692|15651|5
24692|15972|5
24692|15655|5
24692|15659|5
24692|15222|5
24692|14958|5
24692|14958|5
24692|15224|5
24692|15895|5
24692|15033|5
24692|14967|5
24692|15635|5
24692|15262|5
24692|15241|5
33447|40801|9
24692|15895|5
33447|40905|9
24692|15648|5
33447|40702|9
24692|15885|5
33447|40923|9
33447|40627|9
33447|41334|9
33447|40836|9
33447|41427|9
24692|14958|5
33447|40940|9
33447|40745|9
24692|15184|5
24692|14958|5
33447|41015|9
33447|40670|9
24692|14958|5
33447|40928|9
33447|40790|9
33447|40965|9
33447|40977|9
33447|40964|9
24692|15643|5
24692|15262|5
33447|40952|9
33447|40976|9
24692|14950|5
33447|40972|9
33447|40748|9
33447|40786|9
24692|16000|5
24692|14958|5
33447|40587|9
24692|15854|5
33447|40853|9
24692|15241|5
33447|41007|9
33447|40890|9
24692|15635|5
24692|15190|5
33447|40981|9
33447|40872|9
33447|40692|9
33447|40571|9
33447|40908|9
33447|40782|9
33447|40943|9
24692|15901|5
33447|40769|9
33447|40680|9
33447|40918|9
33447|42318|9
33447|40871|9
33447|40880|9
33447|40677|9
33447|40936|9
33447|40603|9
33447|43432|9
24692|14958|5
33447|40881|9
33447|40948|9
24692|15175|5
33447|40838|9
33447|40707|9
24692|15649|5
33447|40657|9
33447|41211|9
33447|40808|9
33447|40864|9
33447|40750|9
33447|41191|9
33447|40685|9
33447|40891|9
33447|43515|9
33447|41157|9
33447|40865|9
33447|40787|9
33447|40857|9
24692|15917|5
33447|40807|9
33447|40812|9
33447|40886|9
33447|41044|9
33447|40802|9
33447|40898|9
33447|40884|9
24692|15227|5
33447|40817|9
24692|15802|5
33447|41202|9
33447|40897|9
33447|41068|9
33447|40724|9
33447|40883|9
33447|40835|9
33447|40911|9
24692|14945|5
24692|14958|5
