Job_Duration|Data_Volume|Nbr_Components
26303|8420|5
26303|8409|5
26303|8384|5
26303|8399|5
26303|8374|5
26303|8405|5
26303|8376|5
26303|8393|5
26303|8390|5
26303|8411|5
26303|8404|5
26303|8392|5
33447|39448|9
33447|39651|9
33447|39680|9
33447|39441|9
26303|8374|5
26303|8390|5
26303|8371|5
26303|8399|5
26303|8435|5
26303|8384|5
26303|8413|5
26303|8381|5
26303|8390|5
26303|8381|5
26303|8390|5
26303|8413|5
26303|8388|5
26303|8377|5
26303|8389|5
26303|8375|5
26303|8390|5
26303|7793|5
26303|8371|5
26303|8329|5
26303|8187|5
26303|8359|5
26303|8310|5
26303|8094|5
26303|7790|5
26303|8318|5
26303|8030|5
26303|7509|5
26303|7923|5
26303|8184|5
26303|8365|5
26303|8306|5
26303|8046|5
26303|7593|5
26303|7449|5
26303|7452|5
26303|7788|5
26303|8015|5
26303|8405|5
26303|8089|5
26303|8409|5
26303|8061|5
26303|8398|5
26303|8369|5
26303|8192|5
